text,label
Gracias por aplicar te llamaremos si hay vacantes,0
Multiplica tus ganancias integrándote a nuestro equipo,1
Hola me encantaría que nos reuniéramos,0
Aprovecha nuestra opción de refinanciamiento,1
Confirma tu asistencia al taller de seguridad,0
Resalta tu mirada con nuestras sombras de ojos,1
Tu nueva contraseña ya está activa,0
Gana una consola participando en nuestro torneo,1
Necesitamos una foto de tu identificación,1
Ayúdanos a servirte mejor con tus sugerencias,0
Descarga el manual de usuario aquí,1
Tu recibo de nómina está disponible aquí,0
Baja de peso sin pasar 0bre,1
Por favor selecciona la sede de tu preferencia,0
Salvemos más vidas con tu donación,0
No te pierdas estos memes divertidísimos,1
Tu reembolso está en proceso,0
Gana comisiones por referir amigos,1
No olvides tu cita para la limpieza dental,0
Pierde peso mientras duermes con este té,1
Gracias por comprar con nosotros,0
Revisa tu puntaje crediticio gratis,1
Necesito que firmes el NDA adjunto,0
Accede a ofertas solo para miembros,1
Tu pedido está en ruta de entrega,0
Aumenta tu resistencia con estas pastillas,1
Estamos revisando tu queja,0
Invierte en bonos gubernamentales hoy,1
Hola ¿quieres tener una cita conmigo?,0
Financia tu compra con nuestro crédito,1
Confirma tu asistencia al workshop,0
Luce un cabello de comercial con nuestro s0poo,1
Tu membresía ha sido aprobada,0
Gana una gift card en nuestra rifa,1
Por tu seguridad verificaremos tu identidad,1
Tu feedback es valioso para nosotros,0
Baja nuestra app y gana puntos,1
Tu balance mensual ya fue generado,0
Reduce tallas con nuestro plan detox,1
Actualiza tu método de pago,0
Apoya esta noble causa con tu aporte,0
Mira estos chistosos videos de gatos,1
Feliz cumpleaños pásala increíble,0
Adquiere nuestro seguro contra robos,1
Hola seré tu nutricionista online,1
Bienvenido al equipo,0
Últimas horas de cyber monday,1
Tu habitación de hotel está lista,0
Encuentra tu paz interior con yoga,0
Cuéntanos qué te pareció el producto,1
Baja este increíble wallpaper HD,1
Tu solicitud de crédito fue denegada,0
Acumula reward points en cada compra,1
Hola cotiza nuestros servicios aquí,0
Protege a tu familia con un seguro de salud,1
Activa las notificaciones de nuestro boletín,1
Gracias por preferirnos siempre,0
No te pierdas estos bloopers divertidos,1
Descarga tu estado de cuenta aquí,0
Pon a prueba tu intelecto con sudokus,1
Verifica y completa tu información personal,0
Solo hoy 50% de descuento en todo,1
Lee nuestros nuevos términos de servicio,0
Felicidades obtuviste la beca,0
Agenda tu cita para el chequeo anual,0
Conoce solteros compatibles contigo,1
Gracias por tu fidelidad,0
Entérate de las noticias más relevantes,1
Felicidades tu crédito fue pre-aprobado,0
Marca los músculos de tus sueños,1
Reconfirma tu cita en el spa,0
Trabaja desde casa sin experiencia,1
Tu compra está protegida,0
Trae este cupón para un obsequio especial,1
Envíame tus observaciones del reporte,0
Recibe tus envíos gratis por un año,1
Tu maleta llegará en el próximo vuelo,0
Ten energía todo el día con nuestras cápsulas,1
Gracias por postular te tendremos en cuenta,0
Obtén Bitcoin gratis con este truco,1
Hola únete a nuestro dream team,0
Fracciona tus compras hasta 12 meses,1
Asiste a la charla motivacional,0
Resalta tu belleza con nuestro labial,1
Empeza a disfrutar tu suscripción,0
Concursa por entradas VIP al estreno,1
Comprueba que eres mayor de edad,1
Tus comentarios nos hacen mejores,0
Baja nuestro recetario gratis,1
Revisa tus transacciones recientes,0
Adelgaza comiendo estos snacks,1
Elige tu método de envío favorito,0
Cambia una vida apadrinando un niño,0
Despierta tu niño interior con Lego,1
Feliz aniversario de bodas,0
Protege tu auto con nuestro seguro,1
Hola optimicemos juntos tus finanzas,0
Gracias por unirte a nuestra comunidad virtual,0
Visita nuestra nueva colección,1
Confirmamos el despacho de tu orden,0
Domina la oratoria con este curso,1
Tu opinión sincera nos importa,0
Gana regalos con este código QR,1
Comunicado: cambio temporal de sede,0
Acumula millas viajando con nosotros,1
Hola resolveré todas tus consultas,0
Invierte en el futuro de tu retiro,1
Valida tu mail para continuar,0
Gracias por tu paciencia,0
Rompe este récord y gana fama,1
Tu certificado tributario está listo,0
Dibuja como un experto con estos tips,1
Verifica tu número de teléfono,0
Flash sale todo debe irse,1
Conoce nuestro compromiso con tu privacidad,0
Felicidades por tu desempeño sobresaliente,0
Paga a tiempo y mantén tu récord crediticio,0
Postúlate a este reality show,1
Reclama aquí tu gift card de cumpleaños,0
Lee los insights clave de la industria,1
Disfruta 30 días más de cortesía,0
Marca tu six-pack con nuestro gel,1
Revisa los resultados de tus exámenes médicos,0
Gana probando productos como mystery shopper,1
Gracias por comprar reclama tu cashback,0
Canjea aquí tu cupón de descuento,1
Agrégame tus comentarios en el documento,0
Recibe tu súper en la puerta de tu casa,1
Tu vuelo está confirmado,0
Fortalece tus defensas con este suplemento,1
Gracias por tu interés te contactaremos pronto,0
Genera ingreso extra como freelancer,1
Hola ¿cuándo nos juntamos?,0
Unifica tus deudas con esta tasa especial,1
Confirma tu presencia en la capacitación,0
Destaca tus ojos con nuestro nuevo rímel,1
Accede con tu nueva clave temporal,0
Gana una gift card opinando sobre nuestro servicio,1
Adjunta una copia de tu cédula,1
Tu feedback nos ayuda a crecer,0
Baja el instructivo de operación,1
Tu boleta de pago está disponible,0
Desintoxica tu cuerpo con estos jugos,1
Elige el plan que más te convenga,0
Construyamos un refugio con tu apoyo,0
Disfruta horas de diversión familiar,1
Felices Pascuas disfruta en familia,0
Agenda tu cita online,0
Monetiza tus conocimientos como instructor,1
Evita el corte pagando hoy mismo,0
Atrae la suerte con este amuleto,1
Gracias por pagar puntualmente,0
Descubre las claves de un negocio exitoso,1
Revisa y aprueba el contrato digital,0
Pide tu muestra médica gratuita,1
Rastrea tu envío con este código,0
Sorprende a tu pareja con este perfume,1
Resolveremos tu caso a la brevedad,0
Invierte en bienes raíces con expertos,1
Hola evaluemos tu perfil profesional,0
Ahorra en grande con nuestra cuenta VIP,1
Asiste a la reunión de accionistas,0
Elimina el acné con este jabón natural,1
Activa tu nueva tarjeta con una compra,0
Concierta y conoce a tu banda favorita,1
Verifica la cuenta de depósito de tu nómina,1
Agradecemos tus ideas de mejora,0
Baja nuestro mapa turístico gratuito,1
Revisa tu saldo y próximas facturas,0
Prueba nuestro menú veggie,1
Elige dónde recoger tu paquete,0
Súmate como voluntario y cambia realidades,0
Inspírate con estas frases motivacionales,1
Feliz día mamá eres la mejor,0
Solicita tu seguro de desempleo,0
Hola renovemos tu guardarropa,1
Disfruta los beneficios de ser socio,0
Descubre las últimas tendencias de moda,1
Tu orden está lista para recoger,0
Aprende Photoshop desde cero,1
Tu opinión sobre nuestro servicio nos interesa,0
Obtén reembolso de tus compras,1
Informamos nuestros nuevos horarios,0
Gana puntos extra con nuestro club viajero,1
Hola ¿en qué puedo asesorarte?,0
Asegura la educación de tus hijos desde hoy,1
Evita la suspensión renueva tu licencia,1
Gracias por confiar en nuestra asesoría,0
Ayúdanos a superar esta marca mundial,1
Tu certificado de retenciones ya fue generado,0
Expresa tu talento con este set de pinceles,1
Comprueba tu número telefónico,0
Mega ofertas solo por hoy,1
Conoce cómo protegemos tus datos,0
Felicidades por tu ascenso,0
Paga hoy y evita intereses de mora,0
Postula a tu crush y gana una cita,1
Gracias por ser parte de nuestro club,0
Entérate de los movimientos del mercado,1
Extendimos tu membresía sin costo,0
Marca la diferencia con abdominales de acero,1
Recordatorio: tu revisión médica anual,0
Gana dinero desde tu hogar,1
Reclama aquí tu premio por tu compra,0
Canjea este cupón por un postre gratis,1
Comparte conmigo tus ideas sobre el proyecto,0
Recibe tus compras hoy mismo,1
Tu taxi al aeropuerto llegará en 10 minutos,0
Mantén tus defensas altas con vitamina C,1
Gracias por postular suerte en tu búsqueda,0
Gana más referenciando esta oportunidad,1
Hola coordinemos esa reunión pendiente,0
Reduce tus cuotas con nuestro plan especial,1
Confirma tu participación en el simulacro,0
Realza tu mirada con nuestras sombras,1
Tu nueva clave ya está operativa,0
Gana un kit gamer en nuestros sorteos,1
Adjunta una foto de tu documento,1
Buscamos mejorar con tus sugerencias,0
Baja aquí el manual de usuario,1
Ya puedes descargar tu boleta de pago,0
Baja dos tallas con nuestros batidos,1
Elige cómo quieres pagar,0
Salva una mascota adoptando,0
No te pierdas estos memes épicos,1
Tu reembolso está en proceso,0
Gana comisiones por referir amigos,1
No olvides tu cita para la limpieza dental,0
Pierde peso mientras duermes con este té,1
Gracias por comprar con nosotros,0
Revisa tu puntaje crediticio gratis,1
Necesito que firmes el NDA adjunto,0
Accede a ofertas solo para miembros,1
Tu pedido está en ruta de entrega,0
Aumenta tu resistencia con estas pastillas,1
Estamos revisando tu queja,0
Invierte en bonos gubernamentales hoy,1
Hola ¿quieres tener una cita conmigo?,0
Financia tu compra con nuestro crédito,1
Confirma tu asistencia al workshop,0
Luce un cabello de comercial con nuestro s0poo,1
Tu membresía ha sido aprobada,0
Gana una gift card en nuestra rifa,1
Por tu seguridad verificaremos tu identidad,1
Tu feedback es valioso para nosotros,0
Baja nuestra app y gana puntos,1
Tu balance mensual ya fue generado,0
Reduce tallas con nuestro plan detox,1
Actualiza tu método de pago,0
Apoya esta noble causa con tu aporte,0
Mira estos chistosos videos de gatos,1
Feliz cumpleaños pásala increíble,0
Adquiere nuestro seguro contra robos,1
Hola seré tu nutricionista online,1
Bienvenido al equipo,0
Últimas horas de cyber monday,1
Tu habitación de hotel está lista,0
Encuentra tu paz interior con yoga,0
Cuéntanos qué te pareció el producto,1
Baja este increíble wallpaper HD,1
Tu solicitud de crédito fue denegada,0
Acumula reward points en cada compra,1
Hola cotiza nuestros servicios aquí,0
Protege a tu familia con un seguro de salud,1
Activa las notificaciones de nuestro boletín,1
Gracias por preferirnos siempre,0
No te pierdas estos bloopers divertidos,1
Descarga tu estado de cuenta aquí,0
Pon a prueba tu intelecto con sudokus,1
Verifica y completa tu información personal,0
Solo hoy 50% de descuento en todo,1
Lee nuestros nuevos términos de servicio,0
Felicidades obtuviste la beca,0
Agenda tu cita para el chequeo anual,0
Conoce solteros compatibles contigo,1
Gracias por tu fidelidad,0
Entérate de las noticias más relevantes,1
Felicidades tu crédito fue pre-aprobado,0
Marca los músculos de tus sueños,1
Reconfirma tu cita en el spa,0
Trabaja desde casa sin experiencia,1
Tu compra está protegida,0
Trae este cupón para un obsequio especial,1
Envíame tus observaciones del reporte,0
Recibe tus envíos gratis por un año,1
Tu maleta llegará en el próximo vuelo,0
Ten energía todo el día con nuestras cápsulas,1
Gracias por postular te tendremos en cuenta,0
Obtén Bitcoin gratis con este truco,1
Hola únete a nuestro dream team,0
Fracciona tus compras hasta 12 meses,1
Asiste a la charla motivacional,0
Resalta tu belleza con nuestro labial,1
Empeza a disfrutar tu suscripción,0
Concursa por entradas VIP al estreno,1
Comprueba que eres mayor de edad,1
Tus comentarios nos hacen mejores,0
Baja nuestro recetario gratis,1
Revisa tus transacciones recientes,0
Adelgaza comiendo estos snacks,1
Elige tu método de envío favorito,0
Cambia una vida apadrinando un niño,0
Despierta tu niño interior con Lego,1
Feliz aniversario de bodas,0
Protege tu auto con nuestro seguro,1
Hola optimicemos juntos tus finanzas,0
Gracias por unirte a nuestra comunidad virtual,0
Visita nuestra nueva colección,1
Confirmamos el despacho de tu orden,0
Domina la oratoria con este curso,1
Tu opinión sincera nos importa,0
Gana regalos con este código QR,1
Comunicado: cambio temporal de sede,0
Acumula millas viajando con nosotros,1
Hola resolveré todas tus consultas,0
Invierte en el futuro de tu retiro,1
Valida tu mail para continuar,0
Gracias por tu paciencia,0
Rompe este récord y gana fama,1
Tu certificado tributario está listo,0
Dibuja como un experto con estos tips,1
Verifica tu número de teléfono,0
Flash sale todo debe irse,1
Conoce nuestro compromiso con tu privacidad,0
Felicidades por tu desempeño sobresaliente,0
Paga a tiempo y mantén tu récord crediticio,0
Postúlate a este reality show,1
Reclama aquí tu gift card de cumpleaños,0
Lee los insights clave de la industria,1
Disfruta 30 días más de cortesía,0
Marca tu six-pack con nuestro gel,1
Revisa los resultados de tus exámenes médicos,0
Gana probando productos como mystery shopper,1
Gracias por comprar reclama tu cashback,0
Canjea aquí tu cupón de descuento,1
Agrégame tus comentarios en el documento,0
Recibe tu súper en la puerta de tu casa,1
Tu vuelo está confirmado,0
Fortalece tus defensas con este suplemento,1
Gracias por tu interés te contactaremos pronto,0
Genera ingreso extra como freelancer,1
Hola ¿cuándo nos juntamos?,0
Unifica tus deudas con esta tasa especial,1
Confirma tu presencia en la capacitación,0
Destaca tus ojos con nuestro nuevo rímel,1
Accede con tu nueva clave temporal,0
Gana una gift card opinando sobre nuestro servicio,1
Adjunta una copia de tu cédula,1
Tu feedback nos ayuda a crecer,0
Baja el instructivo de operación,1
Tu boleta de pago está disponible,0
Desintoxica tu cuerpo con estos jugos,1
Elige el plan que más te convenga,0
Construyamos un refugio con tu apoyo,0
Disfruta horas de diversión familiar,1
Felices Pascuas disfruta en familia,0
Agenda tu cita online,0
Monetiza tus conocimientos como instructor,1
Evita el corte pagando hoy mismo,0
Atrae la suerte con este amuleto,1
Gracias por pagar puntualmente,0
Descubre las claves de un negocio exitoso,1
Revisa y aprueba el contrato digital,0
Pide tu muestra médica gratuita,1
Rastrea tu envío con este código,0
Sorprende a tu pareja con este perfume,1
Resolveremos tu caso a la brevedad,0
Invierte en bienes raíces con expertos,1
Hola evaluemos tu perfil profesional,0
Ahorra en grande con nuestra cuenta VIP,1
